කාසාවකණ්ඨා	1
බහවො	7
පාපධම්මා	3
අසඤ්ඤතා	5
පාපා	4
පාපෙහි	1
කම්මෙහි	1
උපපජ්ජරෙ	2
සෙය්යො	34
අයොගුළො	2
භුත්තො	2
තත්තො	1
අග්ගිසිඛූපමො	1
යඤ්චෙ	2
භුඤ්ජෙය්ය	30
දුස්සීලො	26
රට්ඨපිණ්ඩං	2
අසඤ්ඤතොති	1
වග්ගුමුදාතීරියෙ	2
විගරහිත්වා	26
දුභරතාය	8
එවඤ්ච	49
ඉමං	178
උද්දිසෙය්යාථ	14
ඤත්තිචතුත්ථෙන	5
කම්මෙන	25
උපසම්පන්නො	54
අනභිජානන්ති	1
අසන්තං	9
අභූතං	5
අසංවිජ්ජමානං	1
අජානන්තො	8
අපස්සන්තො	1
අත්තනි	19
කුසලං	39
කුසලො	29
ධම්මොති	10
උත්තරිමනුස්සධම්මො	1
ඣානං	107
විමොක්ඛං	2
සමාධි	66
සමාපත්ති	17
ඤාණදස්සනං	4
මග්ගභාවනා	1
ඵලසච්ඡිකිරියා	1
කිලෙසප්පහානං	1
විනීවරණතා	5
